Amount,Date,Client,Registrant,Purpose,To Subcontractor,Source,Record ID
182.60,2012-12-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2024",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110094
264.60,2012-12-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2025",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110095
264.60,2012-12-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2026",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110096
234.60,2012-12-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2027",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110097
379.20,2012-12-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2028",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110098
264.40,2012-12-26,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2029",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110099
198.59,2012-12-26,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2030",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110100
200.60,2012-12-27,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2031",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110101
927.58,2012-12-21,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2032",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110102
211.60,2012-12-26,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2033",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110103
231.58,2012-12-21,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimb Flt Tkt, Kenes 01/2034",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110104
1475960.00,12/31/12*,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Reimbursement to approximately 60 young emissaries from Israel who act as lecturers and instructors to Zionist and other Jewish youth groups in the United States. These instructors assist the youth movements in carrying out their educational programs, especially with regard to the study of Hebrew, Jewish culture, history and folklore, Zionism, celebration of holidays and festivals, and Jewish life in Israel.They also disseminate information regarding study and work opportunities in Israel. These payments cover maintenance for rent, food, partial reimbursement for Hebrew education of instructors' children, fares and other necessary living expenses during their temporary stay in the United States.",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110105
83518.00,2012-09-12,World Zionist Organization,"World Zionist Organization_American Section, Inc.",1-8/2012 Grant & Activities Olamit,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110106
19630.00,2012-09-12,World Zionist Organization,"World Zionist Organization_American Section, Inc.",1-8/2012 Grant & Activities Olamit,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110107
500000.00,2012-10-25,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Payment #1, Shluchut 2012-13",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110108
5000.00,2012-09-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Russian-Jewish Engagement Grant,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110109
115551.00,2012-10-18,World Zionist Organization,"World Zionist Organization_American Section, Inc.",1-8/2012 Grant & Activities Olamit,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110110
5000.00,2012-12-31,World Zionist Organization,"World Zionist Organization_American Section, Inc.",2012 Annual service fees,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110111
10000.00,2012-07-17,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Masa Joint Project 2nd Payment,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110112
6111.00,2012-09-12,World Zionist Organization,"World Zionist Organization_American Section, Inc.",1-8/2012 Grant & Activities Olamit,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110113
1300.00,2012-12-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Masa Russian Jewish coordinator, 2012. Pay 3 of 3",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110114
8000.00,2012-09-28,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Masa Russian Jewish coordinator, 2012. Pay 2 of 3",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110115
10000.00,2012-10-23,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Midstream Addl allocation, 2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110116
12000.00,2012-11-21,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Midstream Addl allocation, 2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110117
11111.00,2012-09-12,World Zionist Organization,"World Zionist Organization_American Section, Inc.",1-8/2012 Grant & Activities Olamit,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,110118
13821592.59,12/31/12*,Bahamas Ministry of Tourism,Bahamas Ministry of Tourism,,,http://www.fara.gov/docs/2310-Supplemental-Statement-20130208-20.pdf,111006
803174.61,03/31/13*,Direction du Tourisme et des Congres,Monaco Government Tourist Office,,,http://www.fara.gov/docs/2327-Supplemental-Statement-20130423-17.pdf,110782
486234.50,12/31/12*,Malaysian Investment Development Authority,Malaysian Industrial Development Authority,,,http://www.fara.gov/docs/2331-Supplemental-Statement-20130128-16.pdf,110441
37945.00,01/31/13*,Unifrance Film International,The French Film Office/Unifrance USA,,,http://www.fara.gov/docs/2358-Supplemental-Statement-20130315-16.pdf,110902
1144844.00,01/31/13*,Jamaica Tourist Board,Jamaica Tourist Board,,,http://www.fara.gov/docs/2360-Supplemental-Statement-20130319-19.pdf,110890
876300.61,03/31/13*,Republic of Singapore (Singapore Tourism Board),Singapore Tourism Board,,,http://www.fara.gov/docs/2414-Supplemental-Statement-20130418-16.pdf,110891
1374416.44,02/28/13*,Jamaica Tourist Board,Draftfcb,,,http://www.fara.gov/docs/2415-Supplemental-Statement-20130321-21.pdf,110893
71345.53,01/31/13*,"Foreign Government, Kobe Municipal Government",Kobe Trade Information Office,,,http://www.fara.gov/docs/2438-Supplemental-Statement-20130211-18.pdf,110944
4147.15,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Hotels,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109748
2193.10,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Airfare,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109749
311.04,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Meals,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109750
756.33,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Media Monitoring,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109751
26.11,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Mileage,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109752
8.95,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Other travel costs,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109753
167.00,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Parking,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109754
7621.00,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Photography,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109755
924.75,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Media Kits,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109756
305.00,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,filing fees,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109757
10.86,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Shipping,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109758
405.23,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Taxi,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109759
16.50,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Train,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109760
109.98,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Translation,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109761
3185.00,04/30/13*,Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Wire Service,,http://www.fara.gov/docs/2469-Supplemental-Statement-20130531-17.pdf,109762
5943898.33,03/31/13*,Government of the Cayman Islands (Department of Tourism),Government of the Cayman Islands Dept of Tourism,publications,,http://www.fara.gov/docs/2500-Supplemental-Statement-20130430-18.pdf,110187
727674.53,04/30/13*,Malaysia Tourism Promotion Board,Malaysia Tourism Promotion Board,,,http://www.fara.gov/docs/2510-Supplemental-Statement-20130604-18.pdf,111041
165923.00,01/31/13*,Beef + Lamb New Zealand (B+LNZ),Meat and Wool New Zealand,,,http://www.fara.gov/docs/2526-Supplemental-Statement-20130226-17.pdf,110678
0.00,04/30/13*,Korea Tourism Organization,Korea National Tourism Organization Los Angles,"The monies are only sent to the overseas offices from the headquarters in Seoul, Korea with the purpose to promote Korea as a tourist destination",,http://www.fara.gov/docs/2544-Supplemental-Statement-20130531-19.pdf,109734
348241.86,2011-05-01,Korea Tourism Organization,Korea National Tourism Organization,Smithsonian Media Group & Others - Travel Trade Show & Promotional Activities ,,http://www.fara.gov/docs/2614-Supplemental-Statement-20111201-14.pdf,108943
232610.00,2011-05-01,Korea Tourism Organization,Korea National Tourism Organization,Northstar Travel Media & Others - Advertising,,http://www.fara.gov/docs/2614-Supplemental-Statement-20111201-14.pdf,108944
228387.98,2011-05-01,Korea Tourism Organization,Korea National Tourism Organization,"Oxford Health, Sunlife & Others - Salaries, Medical Insurance, the others, ",,http://www.fara.gov/docs/2614-Supplemental-Statement-20111201-14.pdf,108945
210411.09,04/30/13*,Korea Tourism Organization,Korea National Tourism Organization,Smithsonian Media Group,,http://www.fara.gov/docs/2614-Supplemental-Statement-20130530-17.pdf,110188
25000.00,04/30/13*,Korea Tourism Organization,Korea National Tourism Organization,Northstar Travel Media,,http://www.fara.gov/docs/2614-Supplemental-Statement-20130530-17.pdf,110189
272976.79,04/30/13*,Korea Tourism Organization,Korea National Tourism Organization,"Oxford Health, Sunlife",,http://www.fara.gov/docs/2614-Supplemental-Statement-20130530-17.pdf,110190
127260.70,04/30/13*,Korea Tourism Organization,Korea National Tourism Organization,Fort Lee EP LLC,,http://www.fara.gov/docs/2614-Supplemental-Statement-20130530-17.pdf,110191
6759.49,10/31/12*,"Turkish Republic of Northern Cyprus, H.E. Dr. Dervis Eroglu",Representative of the Turkish Republic of Northern Cyprus,,,http://www.fara.gov/docs/2619-Supplemental-Statement-20130404-16.pdf,111042
3134.62,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110442
18403.10,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110443
3213.03,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110444
4813.25,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110445
2815.72,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110446
155.40,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110447
1834.22,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110448
2800.00,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110449
1981.49,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110450
305.00,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110451
386.08,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110452
1497.18,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110453
490.87,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110454
381.06,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110455
975.00,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110456
413.27,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110457
189.15,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110458
275.45,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110459
353.24,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110460
477.70,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110461
495.00,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110462
272.19,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110463
31.52,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110464
11447.10,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110465
11161.40,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110466
39294.80,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110467
349.00,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110468
349.00,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110469
349.00,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110470
349.00,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110471
349.00,09/30/12*,St. Lucia Tourist Board,St Lucia Tourist Board,,,http://www.fara.gov/docs/2668-Supplemental-Statement-20130328-16.pdf,110472
18742.00,09/30/12*,Arab Bank PLC,White & Case LLP,Airfare,,http://www.fara.gov/docs/2759-Supplemental-Statement-20121031-17.pdf,111425
21732.00,2012-05-31,Arab Bank PLC,White & Case LLP,Office Expense,,http://www.fara.gov/docs/2759-Supplemental-Statement-20121031-17.pdf,111426
14788.00,2012-06-29,Arab Bank PLC,White & Case LLP,Office Expense,,http://www.fara.gov/docs/2759-Supplemental-Statement-20121031-17.pdf,111427
18249.00,2012-08-28,Arab Bank PLC,White & Case LLP,Office Expense,,http://www.fara.gov/docs/2759-Supplemental-Statement-20121031-17.pdf,111428
2131.00,2012-08-17,Deutsche Bahn AG,White & Case LLP,Office Expense,,http://www.fara.gov/docs/2759-Supplemental-Statement-20121031-17.pdf,111429
95.00,2012-05-15,Government of the Republic of Singapore,White & Case LLP,Office Expense,,http://www.fara.gov/docs/2759-Supplemental-Statement-20121031-17.pdf,111430
47264.96,03/31/13*,Arab Bank PLC,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110193
31984.21,03/31/13*,Arab Bank PLC,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110194
35571.13,03/31/13*,Arab Bank PLC,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110195
18251.35,03/31/13*,Arab Bank PLC,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110196
9606.83,03/31/13*,Arab Bank PLC,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110197
16.80,03/31/13*,Government of the Republic of Singapore,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110198
4.62,03/31/13*,Government of the Republic of Singapore,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110199
73.78,03/31/13*,Government of the Republic of Singapore,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110200
2.24,03/31/13*,Government of the Republic of Singapore,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110201
5.46,03/31/13*,Government of the Republic of Singapore,White & Case LLP,,,http://www.fara.gov/docs/2759-Supplemental-Statement-20130430-18.pdf,110202
106.78,2013-07-01,American Palm Oil Council,Dickstein Shapiro LLP,Air Express Delivery,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110742
2.88,2013-07-01,American Palm Oil Council,Dickstein Shapiro LLP,Duplicating,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110743
9.36,2013-07-01,American Palm Oil Council,Dickstein Shapiro LLP,Laser Printing,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110744
0.33,2013-07-01,American Palm Oil Council,Dickstein Shapiro LLP,Scanning,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110745
0.90,2013-07-01,American Palm Oil Council,Dickstein Shapiro LLP,Postage,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110746
610.00,2013-07-01,American Palm Oil Council,Dickstein Shapiro LLP,Filing Fees,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110747
10.26,2013-07-01,"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,Duplicating,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110748
25.02,2013-07-01,"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,Laser printing,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110749
0.44,2013-07-01,"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,Scanning,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110750
273.10,2013-07-01,"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,Local transportation,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110751
760.80,2013-07-01,"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,Lexis,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110752
0.44,2013-07-01,"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,Postage,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110753
305.00,2013-07-01,"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,Filing fees,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110754
341.25,2013-07-01,"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,travel,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110755
102.00,2013-07-01,"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,Business meals,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130128-16.pdf,110756
11623.12,01/31/13*,Oficina De Visitantes Y Convenciones De La Riviera Nayarit,"M. Silver Associates, Inc.",,,http://www.fara.gov/docs/3131-Supplemental-Statement-20130309-16.pdf,111045
400.00,01/31/13*,Turkish Culture & Tourist Office,"M. Silver Associates, Inc.",,,http://www.fara.gov/docs/3131-Supplemental-Statement-20130309-16.pdf,111046
6039.32,01/31/13*,Via Rail,"M. Silver Associates, Inc.",,,http://www.fara.gov/docs/3131-Supplemental-Statement-20130309-16.pdf,111047
13948.08,01/31/13*,Republic of Singapore (Singapore Tourism Board),"M. Silver Associates, Inc.",,,http://www.fara.gov/docs/3131-Supplemental-Statement-20130309-16.pdf,111048
115708.08,02/28/13*,Manufactured Imports and Investment Promotion Organization (MIPRO),Manufactured Imports and Investment Promotion Organization (MIPRO),,,http://www.fara.gov/docs/3196-Supplemental-Statement-20130322-16.pdf,110793
350.90,2011-06-30,"The Information Technology Industry Development Agency, ITIDA (through Hill & Knowlton, London)","Hill & Knowlton, Inc.",Car service,,http://www.fara.gov/docs/3301-Supplemental-Statement-20120131-22.pdf,111417
210362.23,12/31/12*,China National Tourism Administration (CNTA),China National Tourist Office,Office Rent,,http://www.fara.gov/docs/3318-Supplemental-Statement-20130111-16.pdf,110945
92650.28,12/31/12*,China National Tourism Administration (CNTA),China National Tourist Office,Travel Trade Show,,http://www.fara.gov/docs/3318-Supplemental-Statement-20130111-16.pdf,110946
350840.46,12/31/12*,China National Tourism Administration (CNTA),China National Tourist Office,Branding Advertisements,,http://www.fara.gov/docs/3318-Supplemental-Statement-20130111-16.pdf,110947
822.14,02/28/13*,Avianca S.A.,Holland & Knight LLP,,,http://www.fara.gov/docs/3375-Supplemental-Statement-20130528-1.pdf,110523
3380.71,02/28/13*,Avianca S.A.,Holland & Knight LLP,,,http://www.fara.gov/docs/3375-Supplemental-Statement-20130528-1.pdf,110524
1592877.48,04/30/13*,China Daily of Beijing,China Daily Distribution Corporation,Cost of goods sold,,http://www.fara.gov/docs/3457-Supplemental-Statement-20130531-17.pdf,109746
5901763.59,04/30/13*,China Daily of Beijing,China Daily Distribution Corporation,Operations expense,,http://www.fara.gov/docs/3457-Supplemental-Statement-20130531-17.pdf,109747
6115.35,01/31/13*,"Bombardier, Inc.",Daniel J. Edelman,,,http://www.fara.gov/docs/3634-Supplemental-Statement-20130315-16.pdf,110903
20247.23,01/31/13*,Grupo Vicini,Daniel J. Edelman,,,http://www.fara.gov/docs/3634-Supplemental-Statement-20130315-16.pdf,110904
198.30,01/31/13*,Kongsberg Protech Systems,Daniel J. Edelman,,,http://www.fara.gov/docs/3634-Supplemental-Statement-20130315-16.pdf,110905
524562.25,02/28/13*,Taiwan External Trade Development Council,"Taiwan Trade Center, New York Inc.",,,http://www.fara.gov/docs/3652-Supplemental-Statement-20130326-17.pdf,110679
50030.00,12/31/12*,Taipei Economic And Cultural Representative Office in the United States,"International Trade & Development Agency, Inc.",,,http://www.fara.gov/docs/3690-Supplemental-Statement-20130115-19.pdf,110906
305.00,02/28/13*,"Government of Afghanistan, Embassy",DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf,110691
1317.43,02/28/13*,German State of Rheinland-Pfalz,DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf,110692
30891.86,02/28/13*,Embassy of the United Arab Emirates,DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf,110693
822.14,02/28/13*,Avianca S.A.,Holland & Knight LLP,,,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,110735
3380.71,02/28/13*,The Government of the United Kingdom,Holland & Knight LLP,,,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,110736
1854.29,09/30/12*,State of Israel,Sidley Austin LLP,"Postage, telephone, telex, messenger service, photocopying, and document processing.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf,111418
917.58,09/30/12*,Hong Kong Trade Development Council,Sidley Austin LLP,"Postage, telephone, telex, messenger service, photocopying, and document processing.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf,111419
35149.90,09/30/12*,Government of the Cayman Islands,Sidley Austin LLP,"Postage, telephone, telex, messenger service, photocopying, and document processing.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf,111420
5517.33,2012-10-01,State of Israel,Sidley Austin LLP,"Postage, telephone, telex, messenger service, photocopying, and document processing.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf,110227
2196.48,2012-10-01,Hong Kong Trade Development Council,Sidley Austin LLP,"Postage, telephone, telex, messenger service, photocopying, and document processing.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf,110228
7736.16,2012-10-01,Government of the Cayman Islands,Sidley Austin LLP,"Postage, telephone, telex, messenger service, photocopying, and document processing.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf,110229
305.00,2012-10-01,Yuriy Ivaniuschenko,Sidley Austin LLP,"Postage, telephone, telex, messenger service, photocopying, and document processing.",,http://www.fara.gov/docs/3731-Supplemental-Statement-20130430-19.pdf,110230
1952.78,04/30/13*,Government of Bermuda,Levine & Company,transport,,http://www.fara.gov/docs/3971-Supplemental-Statement-20130522-19.pdf,110794
242784.50,12/03/12*,Japan External Trade Organization (JETRO),Jetro Atlanta,Expenses,,http://www.fara.gov/docs/4069-Supplemental-Statement-20130130-17.pdf,110288
13016.00,2012-09-14,Saudi Arabian Oil Company The Government of the Kingdom of Saudi Arabia,"Saudi Refining, Inc.",Reimbursement for catalogue printing costs,,http://www.fara.gov/docs/4184-Supplemental-Statement-20130603-16.pdf,111270
1000000.00,2012-09-26,Saudi Arabian Oil Company The Government of the Kingdom of Saudi Arabia,"Saudi Refining, Inc.",ROA sponsorship payment,,http://www.fara.gov/docs/4184-Supplemental-Statement-20130603-16.pdf,111271
2725.00,2012-11-19,Saudi Arabian Oil Company The Government of the Kingdom of Saudi Arabia,"Saudi Refining, Inc.",Photography for ROA events,,http://www.fara.gov/docs/4184-Supplemental-Statement-20130603-16.pdf,111272
