Client,Amount,Date,Registrant,Purpose,From subcontractor,Source
"Department of Trade & Industry, Republic of the Philippines",24985.00,05/31/13*,"Sorini, Samet & Associates LLC",,,http://www.fara.gov/docs/5839-Supplemental-Statement-20130628-13.pdf
"Department of Trade & Industry, Republic of the Philippines",26235.00,05/31/13*,"Sorini, Samet & Associates LLC",,,http://www.fara.gov/docs/5839-Supplemental-Statement-20130628-13.pdf
"Ministry of Foreign Affairs, Kingdom of Bahrain",273576.22,05/31/13*,"Sorini, Samet & Associates LLC",,,http://www.fara.gov/docs/5839-Supplemental-Statement-20130628-13.pdf
Flanders Tourism Board,549960.00,05/31/13*,"Tourist Office for Flanders, Belgium",operating costs,,http://www.fara.gov/docs/5840-Supplemental-Statement-20130627-12.pdf
Flanders Tourism Board,549960.00,05/31/13*,"Tourist Office for Flanders, Belgium",,,http://www.fara.gov/docs/5840-Supplemental-Statement-20130709-13.pdf
Mr. Oleg Deripaska,275738.23,05/31/13*,Endeavor Group,,,http://www.fara.gov/docs/5934-Supplemental-Statement-20130701-8.pdf
Government of the Republic of Palau,7000.00,2013-01-09,"Farrow, Jeffrey L",Compensation,,http://www.fara.gov/docs/5938-Supplemental-Statement-20130630-9.pdf
Government of the Republic of Palau,5500.00,2013-01-09,"Farrow, Jeffrey L",Compensation,,http://www.fara.gov/docs/5938-Supplemental-Statement-20130630-9.pdf
Government of the Republic of Palau,6000.00,2013-01-27,"Farrow, Jeffrey L",Compensation,,http://www.fara.gov/docs/5938-Supplemental-Statement-20130630-9.pdf
Government of the Republika Srpksa,838000.00,05/31/13*,Picard Kentz & Rowe LLP,,,http://www.fara.gov/docs/5939-Supplemental-Statement-20130628-8.pdf
Republic of Panama,28000.00,06/30/13*,"HDMK, LLC",,,http://www.fara.gov/docs/5966-Supplemental-Statement-20130712-7.pdf
JETRO New York,18000.00,06/30/13*,"Washington Research and Analysis, LLC",Informational services,,http://www.fara.gov/docs/6013-Supplemental-Statement-20130627-5.pdf
Netherlands Foreign Investment Agency,48184.28,2012-06-01,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-1.pdf
Netherlands Foreign Investment Agency,21017.75,2012-06-08,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-1.pdf
Netherlands Foreign Investment Agency,61351.66,2012-06-26,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-1.pdf
Netherlands Foreign Investment Agency,18250.00,2012-07-06,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-1.pdf
Netherlands Foreign Investment Agency,18814.97,2012-08-01,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-1.pdf
Netherlands Foreign Investment Agency,46812.50,2012-09-14,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-1.pdf
Netherlands Foreign Investment Agency,95937.64,2012-10-02,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-1.pdf
Netherlands Foreign Investment Agency,43594.12,2012-11-15,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-1.pdf
Netherlands Foreign Investment Agency,98814.00,2011-06-22,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-2.pdf
Netherlands Foreign Investment Agency,990.00,2011-06-27,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-2.pdf
Netherlands Foreign Investment Agency,14500.00,2011-07-11,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-2.pdf
Netherlands Foreign Investment Agency,44079.64,2011-07-19,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-2.pdf
Netherlands Foreign Investment Agency,30216.91,2011-08-09,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-2.pdf
Netherlands Foreign Investment Agency,18800.00,2011-09-22,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-2.pdf
Netherlands Foreign Investment Agency,26490.89,2011-10-19,AB&C Philadelphia LLC,,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-2.pdf
Netherlands Foreign Investment Agency,81700.43,2011-11-09,AB&C Philadelphia LLC,,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-2.pdf
Netherlands Foreign Investment Agency,269024.88,2012-12-01,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-3.pdf
Netherlands Foreign Investment Agency,20500.00,2013-01-31,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-3.pdf
Netherlands Foreign Investment Agency,26750.00,2013-02-20,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-3.pdf
Netherlands Foreign Investment Agency,50450.00,2013-03-08,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-3.pdf
Netherlands Foreign Investment Agency,50250.00,2013-05-02,AB&C Philadelphia LLC,Public Relations and Advertising Services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-3.pdf
Netherlands Foreign Investment Agency,167233.43,2012-01-12,AB&C Philadelphia LLC,Public Relations & Advertising services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-4.pdf
Netherlands Foreign Investment Agency,14500.00,2012-02-17,AB&C Philadelphia LLC,Public Relations & Advertising services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-4.pdf
Netherlands Foreign Investment Agency,14585.70,2012-02-29,AB&C Philadelphia LLC,Public Relations & Advertising services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-4.pdf
Netherlands Foreign Investment Agency,22400.00,2012-03-23,AB&C Philadelphia LLC,Public Relations & Advertising services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-4.pdf
Netherlands Foreign Investment Agency,4800.00,2012-04-12,AB&C Philadelphia LLC,Public Relations & Advertising services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-4.pdf
Netherlands Foreign Investment Agency,29400.00,2012-04-20,AB&C Philadelphia LLC,Public Relations & Advertising services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-4.pdf
Netherlands Foreign Investment Agency,19990.21,2012-05-08,AB&C Philadelphia LLC,Public Relations & Advertising services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-4.pdf
Netherlands Foreign Investment Agency,16900.00,2012-05-23,AB&C Philadelphia LLC,Public Relations & Advertising services,,http://www.fara.gov/docs/6043-Supplemental-Statement-20130620-4.pdf
Korea Atomic Energy Research Institute,100000.00,04/30/13*,Florence Lowe-Lee,,,http://www.fara.gov/docs/6067-Supplemental-Statement-20130703-3.pdf
Millenium Goup,16960.00,05/31/13*,Bridges International Group,,,http://www.fara.gov/docs/6074-Supplemental-Statement-20130627-3.pdf
Millenium Goup,16960.00,05/31/13*,Bridges International Group,,,http://www.fara.gov/docs/6074-Supplemental-Statement-20130627-3.pdf
Millenium Goup,16960.00,05/31/13*,Bridges International Group,,,http://www.fara.gov/docs/6074-Supplemental-Statement-20130627-3.pdf
Millenium Goup,16960.00,05/31/13*,Bridges International Group,,,http://www.fara.gov/docs/6074-Supplemental-Statement-20130627-3.pdf
Millenium Goup,33960.00,05/31/13*,Bridges International Group,,,http://www.fara.gov/docs/6074-Supplemental-Statement-20130627-3.pdf
Millenium Goup,16960.00,05/31/13*,Bridges International Group,,,http://www.fara.gov/docs/6074-Supplemental-Statement-20130627-3.pdf
Embassy of the Republic of Sudan,120000.00,05/31/13*,Law Office of Bart S. Fisher,,,http://www.fara.gov/docs/6076-Supplemental-Statement-20130616-4.pdf
"Ministry of Coordination of Production, Employment, and Competitiveness; Republic of Ecuador",135000.00,06/30/12*,"Blue Star Strategies, LLC",,,http://www.fara.gov/docs/6083-Supplemental-Statement-20130717-1.pdf
Taipei Economic And Cultural Representative Office in the United States,150000.00,05/31/13*,"Heather Podesta + Partners, LLC",,,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf
Peace and Democracy Party of Turkey (BDP),10800.00,06/22/13*,Mehmet Yuksel,,,http://www.fara.gov/docs/6136-Supplemental-Statement-20130705-1.pdf
Tiangang Sun,150000.00,06/16/13*,Peter OToole LLC ,,Holland & Knight LLP,http://www.fara.gov/docs/6147-Supplemental-Statement-20130611-1.pdf
Dmitry Shpenov/the Party of Regions,40000.00,2013-01-22,Arnall Golden Gregory LLP ,Wire,,http://www.fara.gov/docs/6150-Supplemental-Statement-20130712-1.pdf
Dmitry Shpenov/the Party of Regions,83332.08,2013-02-25,Arnall Golden Gregory LLP ,Wire,,http://www.fara.gov/docs/6150-Supplemental-Statement-20130712-1.pdf
Dmitry Shpenov/the Party of Regions,115068.61,2013-05-22,Arnall Golden Gregory LLP ,Wire,,http://www.fara.gov/docs/6150-Supplemental-Statement-20130712-1.pdf
Malaysian Investment Development Authority,617120.57,06/01/13*,Malaysian Industrial Development Authority,,,http://www.fara.gov/docs/2331-Supplemental-Statement-20130722-17.pdf
Switzerland Tourism,2095000.00,06/30/13*,Switzerland Tourism,,,http://www.fara.gov/docs/55-Supplemental-Statement-20130722-18.pdf
Switzerland Tourism,1219106.00,06/30/13*,Switzerland Tourism,,,http://www.fara.gov/docs/55-Supplemental-Statement-20130722-18.pdf
Oromo Liberation Front (OLF),570.83,2013-01-01,Oromo Liberation Front Foreign Relations Office In,Fundraising,,http://www.fara.gov/docs/5895-Supplemental-Statement-20130720-11.pdf
"Turkish Republic of Northern Cyprus, H.E. Dr. Dervis Eroglu",522008.00,04/30/13*,Representative of the Turkish Republic of Northern Cyprus,,,http://www.fara.gov/docs/2619-Supplemental-Statement-20130729-17.pdf
Japan External Trade Organization (JETRO),198486.00,06/30/13*,Jetro Atlanta,,,http://www.fara.gov/docs/4069-Supplemental-Statement-20130729-18.pdf
Malaysian Palm Oil Promotion Council,206742.26,06/30/13*,American Palm Oil Council,,,http://www.fara.gov/docs/4575-Supplemental-Statement-20130729-17.pdf
Institute Of Cetacean Research,25740.00,06/30/13*,Butterfield Carter & Associates,,,http://www.fara.gov/docs/5398-Supplemental-Statement-20130726-18.pdf
Africa Travel Association,10887.60,06/30/13*,"Africa - The African Travel Association, Inc. (""Africa Travel Association"")","Ministry of Tourism, Cameroon",,http://www.fara.gov/docs/5967-Supplemental-Statement-20130726-7.pdf
Africa Travel Association,45500.00,06/30/13*,"Africa - The African Travel Association, Inc. (""Africa Travel Association"")","Ministry of Tourism, Cameroon",,http://www.fara.gov/docs/5967-Supplemental-Statement-20130726-7.pdf
Africa Travel Association,150.00,06/30/13*,"Africa - The African Travel Association, Inc. (""Africa Travel Association"")","Ministry of Tourism and Hospitality Industry, Zimbabwe",,http://www.fara.gov/docs/5967-Supplemental-Statement-20130726-7.pdf
Africa Travel Association,10000.00,06/30/13*,"Africa - The African Travel Association, Inc. (""Africa Travel Association"")","Ministry of Tourism, Cameroon",,http://www.fara.gov/docs/5967-Supplemental-Statement-20130726-7.pdf
Africa Travel Association,1500.00,06/30/13*,"Africa - The African Travel Association, Inc. (""Africa Travel Association"")",South African Tourism,,http://www.fara.gov/docs/5967-Supplemental-Statement-20130726-7.pdf
Africa Travel Association,6000.00,06/30/13*,"Africa - The African Travel Association, Inc. (""Africa Travel Association"")","Ministry of Tourism and Culture, The Gambia",,http://www.fara.gov/docs/5967-Supplemental-Statement-20130726-7.pdf
Africa Travel Association,2608.25,06/30/13*,"Africa - The African Travel Association, Inc. (""Africa Travel Association"")","Ministry of Tourism and Hospitality Industry, Zimbabwe",,http://www.fara.gov/docs/5967-Supplemental-Statement-20130726-7.pdf
Africa Travel Association,20000.00,06/30/13*,"Africa - The African Travel Association, Inc. (""Africa Travel Association"")","Ministry of Tourism, Cameroon",,http://www.fara.gov/docs/5967-Supplemental-Statement-20130726-7.pdf
Africa Travel Association,2975.00,06/30/13*,"Africa - The African Travel Association, Inc. (""Africa Travel Association"")","Ministry of Culture and Tourism, Ethiopia",,http://www.fara.gov/docs/5967-Supplemental-Statement-20130726-7.pdf
Trust Company of the Marshall Islands (TCMI),2594.50,06/30/13*,Blank Rome Government Relations LLC,,,http://www.fara.gov/docs/6025-Supplemental-Statement-20130726-5.pdf
Bermuda Department of Tourism,336080.11,07/25/13*,Bermuda Department of Tourism,Funds received from Bermuda,,http://www.fara.gov/docs/430-Supplemental-Statement-20130725-21.pdf
Government of Georgia,24000.00,2012-10-01,"LynxDC, LLC","Fees for work done by LynxDC, LLC as a subcontractor to Orion Strategies on behalf of the Government of Georgia",,http://www.fara.gov/docs/6127-Supplemental-Statement-20130725-1.pdf
Italian Democratic Party,6346.27,2013-03-01,Giacomo Galletto,,,http://www.fara.gov/docs/6151-Supplemental-Statement-20130725-1.pdf
Government of Aruba,15000.00,2013-01-24,Hills Stern & Morley LLP,Fees,,http://www.fara.gov/docs/5965-Supplemental-Statement-20130724-8.pdf
Government of Aruba,15000.00,2013-02-26,Hills Stern & Morley LLP,Fees,,http://www.fara.gov/docs/5965-Supplemental-Statement-20130724-8.pdf
Government of Aruba,15000.00,2013-03-07,Hills Stern & Morley LLP,Fees,,http://www.fara.gov/docs/5965-Supplemental-Statement-20130724-8.pdf
Government of Aruba,15000.00,2013-04-11,Hills Stern & Morley LLP,Fees,,http://www.fara.gov/docs/5965-Supplemental-Statement-20130724-8.pdf
Government of Aruba,15000.00,2013-05-21,Hills Stern & Morley LLP,Fees,,http://www.fara.gov/docs/5965-Supplemental-Statement-20130724-8.pdf
Government of Aruba,15000.00,2013-06-14,Hills Stern & Morley LLP,Fees,,http://www.fara.gov/docs/5965-Supplemental-Statement-20130724-8.pdf
Hong Kong Trade Development Council,202549.80,06/30/13*,Wexler & Walker Public Policy Associates,,,http://www.fara.gov/docs/5265-Supplemental-Statement-20130723-17.pdf
Japan External Trade Organization (JETRO),6918347.00,06/30/13*,JETRO New York,general purposes,,http://www.fara.gov/docs/1643-Supplemental-Statement-20130730-19.pdf
State of Israel,88623.00,2013-01-31,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,183.84,2013-01-31,"Arnold & Porter, LLP",disb.,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,16455.00,2013-02-08,"Arnold & Porter, LLP",fee,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,300.87,2013-02-08,"Arnold & Porter, LLP",Disb.,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,1185.75,2013-02-11,"Arnold & Porter, LLP",fee,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,5972.50,2013-02-11,"Arnold & Porter, LLP",Disb.,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,63472.51,2013-02-25,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,74.79,2013-02-25,"Arnold & Porter, LLP",Disb.,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,19847.50,2013-03-07,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,152.50,2013-03-07,"Arnold & Porter, LLP",Disb.,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,43223.68,2013-03-22,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,799.66,2013-03-22,"Arnold & Porter, LLP",Disb.,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,33013.15,2013-03-25,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,120452.71,2013-04-08,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,219.30,2013-04-08,"Arnold & Porter, LLP",Disb,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,75257.94,2013-04-15,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,7836.73,2013-04-15,"Arnold & Porter, LLP",Disb,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,36684.00,2013-05-03,"Arnold & Porter, LLP",,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,3717.74,2013-05-03,"Arnold & Porter, LLP",Disb.,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,3152.25,2013-05-13,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,4223.12,2013-05-13,"Arnold & Porter, LLP",Disb.,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,10000.00,2013-05-15,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,6000.00,2013-05-28,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,46181.25,2013-06-10,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,6000.00,2013-06-13,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
State of Israel,7139.25,2013-06-28,"Arnold & Porter, LLP",fees,,http://www.fara.gov/docs/1750-Supplemental-Statement-20130730-17.pdf
American Palm Oil Council,13233.00,06/30/13*,Dickstein Shapiro LLP,Compensation for legal services rendered.,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130730-17.pdf
Government of Turkey,265746.00,06/30/13*,Dickstein Shapiro LLP,Compensation for legal and consulting services rendered,,http://www.fara.gov/docs/3028-Supplemental-Statement-20130730-17.pdf
"Czech Ministry of Foreign Affairs, Czech Centers Division",90000.00,2013-01-01,Czech Center New York,operations/ events,,http://www.fara.gov/docs/5115-Supplemental-Statement-20130730-18.pdf
"Czech Ministry of Foreign Affairs, Czech Centers Division",90000.00,2013-04-01,Czech Center New York,Operations/ Events,,http://www.fara.gov/docs/5115-Supplemental-Statement-20130730-18.pdf
"Czech Ministry of Foreign Affairs, Czech Centers Division",90000.00,2013-06-01,Czech Center New York,Operations/ Events,,http://www.fara.gov/docs/5115-Supplemental-Statement-20130730-18.pdf
Rongelap Atoll Local Government,5350.12,06/30/13*,"Van Scoyoc Associates, Inc.",Retainer,,http://www.fara.gov/docs/5401-Supplemental-Statement-20130730-17.pdf
Rongelap Atoll Local Government,305.00,06/30/13*,"Van Scoyoc Associates, Inc.",FARA Registration,,http://www.fara.gov/docs/5401-Supplemental-Statement-20130730-17.pdf
Rongelap Atoll Local Government,45.45,06/30/13*,"Van Scoyoc Associates, Inc.",Meals,,http://www.fara.gov/docs/5401-Supplemental-Statement-20130730-17.pdf
Rongelap Atoll Local Government,35.98,06/30/13*,"Van Scoyoc Associates, Inc.",Telephone,,http://www.fara.gov/docs/5401-Supplemental-Statement-20130730-17.pdf
The Government of Albania,180000.00,2013-04-16,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Government of Albania,19523.21,2013-04-16,"Podesta Group, Inc.",Reimbursement,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Government of Albania,180000.00,2013-05-24,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Government of Albania,376.85,2013-05-24,"Podesta Group, Inc.",Reimbursement,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Embassy of the Republic of Azerbaijan,30000.00,2013-01-19,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Embassy of the Republic of Azerbaijan,90000.00,2013-03-19,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Embassy of the Republic of Azerbaijan,35000.00,2013-04-02,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Embassy of the Republic of Azerbaijan,80000.00,2013-05-13,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Embassy of the Republic of Azerbaijan,125000.00,2013-06-25,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Embassy of the Republic of Azerbaijan,129.12,2013-03-19,"Podesta Group, Inc.",Reimbursement,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Embassy of the Republic of Azerbaijan,235.43,2013-05-13,"Podesta Group, Inc.",Reimbursement,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
The Embassy of the Republic of Azerbaijan,872.95,2013-06-25,"Podesta Group, Inc.",Reimbursement,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of the Republic of Cyprus,90000.00,2013-01-02,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of the Republic of Cyprus,90000.00,2013-02-01,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of the Republic of Cyprus,90000.00,2013-02-28,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of the Republic of Cyprus,90000.00,2013-04-03,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of the Republic of Cyprus,90000.00,2013-04-30,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of the Republic of Cyprus,90000.00,2013-06-04,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Hong Kong Trade Development Council,24973.00,2013-01-03,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Hong Kong Trade Development Council,24973.00,2013-01-30,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Hong Kong Trade Development Council,24973.00,2013-02-26,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Hong Kong Trade Development Council,24973.00,2013-03-26,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Hong Kong Trade Development Council,24973.00,2013-04-30,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Hong Kong Trade Development Council,24973.00,2013-05-29,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of India,58333.00,2013-01-07,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of India,58333.00,2013-01-25,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of India,58333.00,2013-03-07,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of India,58333.00,2013-03-27,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of India,58333.00,2013-04-25,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Government of India,58333.00,2013-05-31,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Embassy Of Japan,15000.00,2013-01-28,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Embassy Of Japan,15000.00,2013-03-13,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Embassy Of Japan,15000.00,2013-06-10,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Embassy Of Japan,30000.00,2013-03-26,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Republic of Iraq,240000.00,2013-02-05,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Republic of Iraq,240000.00,2013-05-23,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Republic of Iraq,30.00,2013-05-23,"Podesta Group, Inc.",Reimbursement,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Republic of Kosova,98864.65,2013-02-28,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Republic of Kosova,195963.41,2013-06-28,"Podesta Group, Inc.",Fee,,http://www.fara.gov/docs/5926-Supplemental-Statement-20130730-9.pdf
Social Communication Secretariat of the Office of the President of the Republic of Brazil,196770.97,06/30/13*,"CDN International, Inc.",,Fleishman-Hillard Inc,http://www.fara.gov/docs/5992-Supplemental-Statement-20130730-7.pdf
The Embassy of Sri Lanka,19998.85,09/30/13*,Sienna Briella Girgenti,Fees,,http://www.fara.gov/docs/6030-Supplemental-Statement-20130730-5.pdf
Outlook Energy Investments LLC ,4313094.84,2012-12-17,The Camstoll Group LLC,retainer,,http://www.fara.gov/docs/6144-Supplemental-Statement-20130730-1.pdf
"Department Of Enterprise Trade And Investment, A UK Government Department In Northern Ireland",310000.00,2012-11-09,Invest Northern Ireland,operations costs,,http://www.fara.gov/docs/4364-Supplemental-Statement-20130731-20.pdf
"Department Of Enterprise Trade And Investment, A UK Government Department In Northern Ireland",300000.00,2012-12-12,Invest Northern Ireland,operations costs,,http://www.fara.gov/docs/4364-Supplemental-Statement-20130731-20.pdf
"Department Of Enterprise Trade And Investment, A UK Government Department In Northern Ireland",360000.00,2013-01-22,Invest Northern Ireland,operations costs,,http://www.fara.gov/docs/4364-Supplemental-Statement-20130731-20.pdf
"Department Of Enterprise Trade And Investment, A UK Government Department In Northern Ireland",370000.00,2013-02-25,Invest Northern Ireland,operations costs,,http://www.fara.gov/docs/4364-Supplemental-Statement-20130731-20.pdf
"Department Of Enterprise Trade And Investment, A UK Government Department In Northern Ireland",650000.00,2013-03-19,Invest Northern Ireland,operations costs,,http://www.fara.gov/docs/4364-Supplemental-Statement-20130731-20.pdf
Fukuoka Prefectural Government,27887.15,2013-02-01,"Fukuoka Center for Overseas Commerce in America (The Government of Fukuoka Prefecture, Silicon Vall)",,,http://www.fara.gov/docs/5591-Supplemental-Statement-20130731-20.pdf
