Amount,Date,Recipient,Registrant,Contributing Lobbyist or PAC,Source,Record ID
100.00,2013-05-20,"DSCC, office: Party; ",Patton Boggs LLP,Matthew Cutts,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28613
500.00,2013-03-26,"FRIENDS OF PAT HERRITY, office: Herrity, Pat; ",Patton Boggs LLP,"John Deschauer, Jr.",http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28614
1000.00,2013-04-17,"Rep.  Jack Kingston, office: House, agency: Congress; ",Patton Boggs LLP,,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28615
500.00,2013-05-08,"Rep.  Robert Wittman, office: House, agency: Congress; ",Patton Boggs LLP,"John Deschauer, Jr.",http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28616
500.00,2013-04-16,"MCAULIFFE FOR GOVERNOR, office: McAuliffe; ",Patton Boggs LLP,David Dunn,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28617
10.00,2013-02-11,"Sen.  Frank Lautenberg, office: Senate, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28618
10.00,2013-02-11,"Rep.  Carolyn Maloney, office: House, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28619
1000.00,2013-03-18,"Sen.  Max Baucus, office: Senate, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28620
500.00,2013-03-21,"Rep.  Ed Perlmutter, office: House, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28621
500.00,2013-03-21,"Sen.  Mark Begich, office: Senate, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28622
1000.00,2013-03-21,"Sen.  Jeanne Shaheen, office: Senate, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28623
500.00,2013-04-05,"Sen.  Mark Udall, office: Senate, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28624
1000.00,2013-04-30,"Rep.  Edward Markey, office: House, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28625
500.00,2013-06-03,"Rep.  Carolyn Maloney, office: House, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28626
1000.00,2013-06-06,"Sen.  Mark Pryor, office: Senate, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28627
1000.00,2013-06-14,"Sen.  Kay Hagan, office: Senate, agency: Congress; ",Patton Boggs LLP,Laurence Harris,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28628
250.00,2013-04-15,"TERRY MCAULIFFE FOR GOVERNOR, office: McAuliffe, Terry; ",Patton Boggs LLP,"Kapla, Robert S.",http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28629
250.00,2013-04-17,Jessica  Ehrlich; ,Patton Boggs LLP,Stephen McHale,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28630
1000.00,2013-06-10,"Rep.  Ami Bera, office: House, agency: Congress; ",Patton Boggs LLP,Anurag Varma,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28631
500.00,2013-06-28,"Rep.  Tulsi Gabbard, office: House, agency: Congress; ",Patton Boggs LLP,Anurag Varma,http://www.fara.gov/docs/2165-Supplemental-Statement-20130717-18.pdf,28632
300.00,2012-10-07,"DSCC, office: Party; ",Garvey Schubert Barer A Partnership of Professiona,Paul Hoff,http://www.fara.gov/docs/3047-Supplemental-Statement-20130703-16.pdf,28709
250.00,2012-12-23,"CITIZENS FOR BRIAN FROSH, office: Frosh, Brian; ",Garvey Schubert Barer A Partnership of Professiona,Paul Hoff,http://www.fara.gov/docs/3047-Supplemental-Statement-20130703-16.pdf,28710
250.00,2013-05-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Walker Roberts,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27063
250.00,2013-04-30,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Walker Roberts,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27064
250.00,2013-03-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Walker Roberts,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27065
250.00,2013-02-28,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Walker Roberts,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27066
500.00,2013-05-14,"Sen.  John Cornyn, office: Senate, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Walker Roberts,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27067
500.00,2013-05-14,"Team Graham, office: Sen. Lindsey Graham, agency: Leadership PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Walker Roberts,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27068
500.00,2013-05-08,"Rep.  Candice Miller, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27069
1000.00,2013-03-21,"Rep.  Todd Young, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27070
1000.00,2013-02-12,"NRCC, office: Party; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27071
250.00,2013-05-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27072
250.00,2013-04-30,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27073
250.00,2013-03-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27074
250.00,2013-02-28,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27075
500.00,2013-04-16,"RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC), office: Sen. Roger Wicker, agency: Leadership PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27076
2500.00,2013-04-08,"Sen.  Lamar Alexander, office: Senate, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27077
500.00,2013-02-25,"Attorney General J.B. Van Hollen, agency: Wisconsin Department of Justice; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27078
3800.00,2013-02-28,"Governor Chris Christie, agency: Governor of New Jersey; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Lanny Griffith,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27079
250.00,2013-05-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jonathan Mantz,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27080
250.00,2013-04-30,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jonathan Mantz,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27081
250.00,2013-03-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jonathan Mantz,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27082
1000.00,2013-03-21,"Sen.  Bill Nelson, office: Senate, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jonathan Mantz,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27083
1000.00,2013-02-13,"Sen.  Mark Pryor, office: Senate, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jonathan Mantz,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27084
1000.00,2013-03-21,"Sen.  Mark Udall, office: Senate, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jonathan Mantz,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27085
1000.00,2013-03-21,"Sen.  Mark Udall, office: Senate, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jonathan Mantz,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27086
1000.00,2013-05-30,Biden for Attorney General; ,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jonathan Mantz,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27087
150.00,2012-12-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jeffrey Birnbaum,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27088
250.00,2013-05-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jeffrey Birnbaum,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27089
250.00,2013-04-30,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jeffrey Birnbaum,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27090
250.00,2013-03-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Jeffrey Birnbaum,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27091
500.00,2013-03-27,"Rep.  Aaron Schock, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Erskine Wells,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27092
500.00,2013-01-27,"Rep.  Daniel Webster, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Erskine Wells,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27093
250.00,2013-03-27,"Rep.  Todd Young, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Erskine Wells,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27094
250.00,2013-05-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Erskine Wells,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27095
250.00,2013-04-30,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Erskine Wells,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27096
250.00,2013-03-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Erskine Wells,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27097
250.00,2013-02-28,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Erskine Wells,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27098
125.00,2013-01-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Erskine Wells,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27099
500.00,2013-04-22,"Rep.  Cory Gardner, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Ed Rogers,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27100
1000.00,2013-02-12,"NRCC, office: Party; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Ed Rogers,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27101
250.00,2013-05-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Ed Rogers,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27102
250.00,2013-04-30,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Ed Rogers,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27103
250.00,2013-03-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Ed Rogers,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27104
500.00,2013-05-13,"Jobs, Growth & Freedom Fund; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Ed Rogers,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27105
500.00,2013-04-17,"RESPONSIBILITY AND FREEDOM WORK PAC, office: Sen. Roger Wicker, agency: Leadership PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Ed Rogers,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27106
500.00,2013-03-13,"Rep.  Robert Hurt, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27107
250.00,2013-04-29,"Rep.  John Mica, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27108
250.00,2013-03-20,"Rep.  Aaron Schock, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27109
1000.00,2013-01-23,"Rep.  Daniel Webster, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27110
1000.00,2013-03-21,"Rep.  Todd Young, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27111
500.00,2013-02-12,"NRCC, office: Party; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27112
250.00,2013-05-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27113
250.00,2013-04-30,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27114
250.00,2013-03-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27115
250.00,2013-02-28,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27116
500.00,2013-04-17,"RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC), office: Sen. Roger Wicker, agency: Leadership PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27117
3800.00,2013-02-28,"Governor Chris Christie, agency: Governor of New Jersey; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27118
500.00,2012-12-12,"Rep.  Mike Pence, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Daniel Murphy,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27119
250.00,2013-05-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Charles Faulkner,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27120
250.00,2013-04-30,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Charles Faulkner,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27121
250.00,2013-03-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Charles Faulkner,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27122
250.00,2013-02-28,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Charles Faulkner,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27123
125.00,2013-01-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Charles Faulkner,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27124
500.00,2013-04-11,"Rep.  Kevin Brady, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27125
500.00,2013-04-24,"Rep.  Trey Radel, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27126
1000.00,2013-03-19,"Rep.  Aaron Schock, office: House, agency: Congress; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27127
500.00,2013-02-12,"NRCC, office: Party; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27128
250.00,2013-05-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27129
250.00,2013-04-30,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27130
250.00,2013-03-31,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27131
250.00,2013-02-28,"BGR PAC, office: PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27132
500.00,2013-04-17,"RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC), office: Sen. Roger Wicker, agency: Leadership PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27133
500.00,2013-05-21,"NEXT CENTURY FUND, office: Sen. Richard Burr, agency: Leadership PAC; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27134
250.00,2013-03-19,"Attorney General J.B. Van Hollen, agency: Wisconsin Department of Justice; ",Barbour Griffith & Rogers LLC d/b/a BGR Holding,Bill Viney,http://www.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf,27135
650.00,2013-04-17,National Shooting Sports Foundation; ,Orion Strategies LLC,Mike Mitchell,http://www.fara.gov/docs/5437-Supplemental-Statement-20130628-18.pdf,27290
5000.00,2013-02-12,"DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE, office: Party; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28107
5000.00,2013-02-12,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE, office: Party; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28108
5000.00,2013-02-12,"NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE, office: Party; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28109
5000.00,2013-02-12,"NATIONAL REPUBLICAN SENATORIAL COMMITTEE, office: Party; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28110
500.00,2013-02-25,"Rep.  Adam Kinzinger, office: House, agency: Congress; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28111
2500.00,2013-02-26,"Rep.  Steny Hoyer, office: House, agency: Congress; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28112
1000.00,2013-02-26,"Representative, U.S. House of Representatives Ed Markey, office: Rep. Edward Markey, agency: House; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28113
500.00,2013-03-14,"Sen.  Bill Nelson, office: Senate, agency: Congress; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28114
1000.00,2013-03-21,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE, office: Party; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28115
500.00,2013-04-15,"Rep.  Gerald Connolly, office: House, agency: Congress; ",Fleishman-Hillard Inc,,http://www.fara.gov/docs/5801-Supplemental-Statement-20130614-13.pdf,28116
500.00,2013-05-21,"Alexander Lewy, candidate for FL District 100 Assembly seat; ","Nurnberger & Associates, Inc.",,http://www.fara.gov/docs/5809-Supplemental-Statement-20130621-12.pdf,28033
300.00,2013-02-19,"Rep.  Shelley Capito, office: House, agency: Congress; ","Sorini, Samet & Associates LLC",,http://www.fara.gov/docs/5839-Supplemental-Statement-20130628-13.pdf,27291
100.00,2013-02-19,Caucus Candidate Committee; ,"Sorini, Samet & Associates LLC",,http://www.fara.gov/docs/5839-Supplemental-Statement-20130628-13.pdf,27292
1000.00,2013-05-01,"Outdoor Industry PAC, agency: PAC; ","Sorini, Samet & Associates LLC",,http://www.fara.gov/docs/5839-Supplemental-Statement-20130628-13.pdf,27293
5000.00,2013-01-01,"Rep.  John Boehner, office: House, agency: Congress; ","HDMK, LLC",,http://www.fara.gov/docs/5966-Supplemental-Statement-20130712-7.pdf,28119
1000.00,2013-05-23,"Rep.  James Moran, office: House, agency: Congress; ",Law Office of Bart S. Fisher,,http://www.fara.gov/docs/6076-Supplemental-Statement-20130616-4.pdf,28054
2000.00,2013-01-08,"Sen.  Mark Warner, office: Senate, agency: Congress; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27353
32400.00,2013-01-30,"DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE, office: Party; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27354
1000.00,2013-02-05,"FRIENDS OF TERRY MCAULIFFE, office: McAuliffe, Terry; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27355
1000.00,2013-03-05,"Rep.  John Barrow, office: House, agency: Congress; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27356
1000.00,2013-03-07,"Sen.  Kay Hagan, office: Senate, agency: Congress; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27357
500.00,2013-03-27,"Rep.  Rosa DeLauro, office: House, agency: Congress; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27358
250.00,2013-04-22,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE, office: Party; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27359
600.00,2013-04-22,"Sen.  Mark Warner, office: Senate, agency: Congress; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27360
1000.00,2013-04-24,"Sen.  Lamar Alexander, office: Senate, agency: Congress; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27361
1000.00,2013-04-25,"Sen.  Mark Pryor, office: Senate, agency: Congress; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27362
1000.00,2013-04-26,"Sen.  Chris Coons, office: Senate, agency: Congress; ","Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27363
1500.00,2013-05-24,Hugh Cutler; ,"Heather Podesta + Partners, LLC",Heather M. Podesta,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27364
500.00,2012-12-04,"NEW DEMOCRATIC COALITION PAC, office: PAC; ","Heather Podesta + Partners, LLC",Patrice Willoughby,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27365
250.00,2013-01-22,"Rep.  Donna Christensen, office: House, agency: Congress; ","Heather Podesta + Partners, LLC",Patrice Willoughby,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27366
5000.00,2013-01-23,"DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE, office: Party; ","Heather Podesta + Partners, LLC",Patrice Willoughby,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27367
500.00,2013-02-15,"Rep.  Emanuel Cleaver, office: House, agency: Congress; ","Heather Podesta + Partners, LLC",Patrice Willoughby,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27368
1000.00,2013-02-25,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE, office: Party; ","Heather Podesta + Partners, LLC",Patrice Willoughby,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27369
500.00,2013-02-28,"PAC to the Future, office: Nancy Pelosi, agency: Leadership PAC; ","Heather Podesta + Partners, LLC",Patrice Willoughby,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27370
500.00,2013-03-08,"Rep.  Hakeem Jeffries, office: House, agency: Congress; ","Heather Podesta + Partners, LLC",Patrice Willoughby,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27371
250.00,2013-03-12,"Rep.  Joyce Beatty, office: House, agency: Congress; ","Heather Podesta + Partners, LLC",Patrice Willoughby,http://www.fara.gov/docs/6103-Supplemental-Statement-20130627-2.pdf,27372
