id,name,name-new,address,city,state,country,discription,Column,Column2,entered
1725,New Zealand Meat Board (NZMB),New Zealand Meat Board (NZMB),,,,New Zealand,"The New Zealand Meat Board was established in 1922. Its activities previously included general market development and promotion of New Zealand meat products and administration of New Zealand's country-specific Tariff-Rate Quota under which New Zealand beef is imported into the US. Separation of activities has occurred such that the scope of New Zealand Meat Board activities is limited to the quota administration role and management of financial reserves on befalf of New Zealand farmers. The other activities are carried out by Beef + Lamb New Zealand Ltd, which was established under the provisions of New Zealand's generic Commodity Levies Act, as described earlier. The relationship between the two organisations is such that one individual serves as Chief Executive for both.",1088,610,TRUE
1727,New Zealand Meat Board (NZMB),New Zealand Meat Board (NZMB),,,,New Zealand,"Was established in 1922. Its activities previously included general market development and promotion of New Zealand meat products and administration of New Zealand's country-specific Tariff-Rate Quota under which New Zealand beef is imported into the US. Separation of activities has occurred such that the scope of New Zealand Meat Board activities is limited to the quota administration role and management of financial reserves on behalf of New Zealand farmers. The other activities are carried out by Beef + Lamb New Zealand Ltd, which is established under the provisions of New Zealand's generic Commodity Levies Act, as described earlier. The relationship between the two organisations is such that one individual serves as Chief Executive for both.",1089,610,FALSE
1900,"NHK Cosmomedia America, Inc.","NHK Cosmomedia America, Inc.","100 Broadway, 15th Fl",New York,NY,Japan,"Activities & Services: NHK Cosmomedia America, Inc (NHKCMA) is a US corporation engaged in the transmission of Japanese TV program aiming to the residents in the US through US CATV operators or Direct Satellite Service operator (EchoStar). NHK CMA purchases programming Japanese and US television networks at commercial rates. NHKCMA Identifies this programming, which includes news, entertainment, documentaries, and sports at commercial rates. NHKCMA earns income from viewer subscription fees and selling advertisement spots. In addition, NHKCMA subcontracts EchoStar transponder time and performs related distribution functions. The subcontract is with NHK Enterprises inc., a member of the NHKCMA shareholders group. During 5 hours of subleased time, NHKCMA transmit NHK International TV services programming. NHKCMA also provides promotional services related to NHK International TV services programming pursuant to a subcontract with NHK Global media Inc., another member of the NHKCMA shareholders group. NHKCMA earns fees from NHK Enterprises, Inc. for services. The goal of NHKCMA is to realize a profit for our shareholders.",1174,682,TRUE
291,Northwest Development Agency,Northwest Development Agency,,,,United Kingdom,"UK government organization promoting the North of England as a base for foreign direct investment. Registrant involved in the following activities on behalf of principals; telemarketing, resp inquiries, introduction of interested parties, and campaigns.",173,229,TRUE
1289,Northwest Development Agency,Northwest Development Agency,One NorthEase,,,United Kingdom,"UK government organization promoting the North of England as a base for foreign direct investment. Registrant involved in the following activities on behalf of principals; telemarketing, responding to inquiries, introduction of interested parties, and campaigns.",822,229,TRUE
1853,Northwest Development Agency,Northwest Development Agency,,,,United Kingdom,"UK government organization promoting the North of England as a base for for foreign direct investment. Registrant involved in the following activities on behalf of principals; telemarketing, responding inquiries, introduction of interested parties and campaigns.",1145,229,TRUE
1855,Northwest Development Agency,Northwest Development Agency,,,,United Kingdom,"UK government organization promoting the North of England as a base for foreign direct investment. Registrant involved in the following activities on behalf of principals; telemarketing, responding to inquiries, introduction of interested parties and campaigns.",1146,229,TRUE
83,Novartis A.G.,"Novartis, A.G.",,,,Switzerland,"During the six months, Ruder Finn was engaged in the following activities on behalf of: Novartis International AG, Basel, Switzerland - Public Relations and Communications activities",59,230,TRUE
77,"Novartis, A.G.","Novartis, A.G.",,,,Switzerland,"Communications and Public Relations activities for Novartis International AG, Basel Switzerland.",58,230,TRUE
2531,"Novartis, A.G.","Novartis, A.G.",,,,Switzerland,Public Relations Counsel,1599,230,TRUE
2538,"Novartis, A.G.","Novartis, A.G.",,,,Switzerland,1. Singapore Economic Development Board 2. Novartis Pharma AG 3. Novartis Vaccines 4. Novartis AG,1600,230,TRUE
1571,OAO Gazprom,OAO Gazprom,,,,Russia,,988,103,TRUE
1586,OAO Gazprom,OAO Gazprom,,,,Russia,Gavin Anderson provided financial media relations support services.,1000,103,TRUE
1823,Oerlikon Solar,Oerlikon Solar,Hauptstrasse 1a,Trubbach,,Switzerland,,1134,520,TRUE
1804,Office of Commercial Affairs of the Royal Thai Embassy,Office of Commercial Affairs of the Royal Thai Embassy,,,,Thailand,Communications with US government regarding legislation,1131,231,TRUE
1810,Office of Commercial Affairs of the Royal Thai Embassy,Office of Commercial Affairs of the Royal Thai Embassy,,,,Thailand,communications with US government concerning legislation,1132,231,TRUE
1641,Office of Commercial Affairs of the Royal Thai Embassy (OCA),Office of Commercial Affairs of the Royal Thai Embassy (OCA),,,,Thailand,"Arranged TV appearance for local Thai chef regarding Thai Restaurant Week. Wrote and distributed electronically to DC area news media press release on Thai Restaurant Week. News release, advisory, fact sheets, and ad we created for OCA were designed to inform the Washington metro area public and the news media about Thai Restaurant Week, Thai food, and Thai New Year.",1037,231,TRUE
2068,"Office of Commercial Affairs, Royal Thai Embassy (OCA)","Office of Commercial Affairs, Royal Thai Embassy (OCA)",,,,Thailand,"researched, wrote, and distributed electronic newsletters on issues of concern to OCA. Researched, wrote, edited, and distributed documents on trade issues. Wrote and distributed fact sheets on Thai economy, U.S.-Thai relations, Thailand and intellectual property rights, and 301. Organized briefings for Members of Congress, congressional staff, Executive Branch officials, and private sector",1280,231,TRUE
710,"Office of Commercial Affairs, Royal Thai Embassy, Washington, DC (OCA)","Office of Commercial Affairs, Royal Thai Embassy, Washington, DC (OCA)",,,,Thailand,"wrote and distributed to media fact sheets and news release on Thai Restaurant Week, arranged TV appearances for local Thai chefs, designed poster that OCA gave to restaurants; designed and wrote Thai fruit card survey that OCA gave to restaurants; wrote and designed table top card that OCA gave to restaurants, all for Thai Restaurant Week, drafted and distributed to Members of Congress and selected journalists letter re Thai acions on intellectual property rights (IPR) and highlights of Thai activities, wrote and distributed to Members of Congress and media press release on Thai-US trade issues collaboration; IPR letter and activities highlight we drafted and distributed for OCA was designed to educate Members of Congress and media about Thai activities in this area; Trade issues press release was designed to educate Members of Congress and media about how Thailand is collaborating with the USA on trade issues; Shrimp press release was designed to educate the media about Thai labor practices in the shrimp industry.",452,231,TRUE
2455,Office of Her Highness Sheikha Mozah Bint Nasser Al-Missned,Office of Her Highness Sheikha Mozah Bint Nasser Al-Missned,,,,Spain,"We provided strategic communications counsel on a public education campaign to protect and strenthen educaton internationally. Our work included the development of a website, strategic counsel on online tactics and strategies, graphic design services, promotion of the website and media relations related to public education activities.",1541,978,TRUE
2456,Office of Her Highness Sheikha Mozah Bint Nasser Al-Missned,Office of Her Highness Sheikha Mozah Bint Nasser Al-Missned,,,,Spain,"We provided strategic communications counsel on a public education campaign to protect and strengthen education internationally. Our work included the development of a website, strategic counsel on online tactics and strategies, graphic design services, promotion of the website and media relations related to public education activities.",1542,978,TRUE
283,Office of Privacy Commissioner of Canada,Office of Privacy Commissioner of Canada,,,,Canada,"The registrant has tracked legal issues and key events in Washington, D.C., United States of America related to privacy law. The registrant has monitored emerging areas of privacy law at the state, federal and international levels, viewed from a U.S. perspective, and prepared legal memoranda as requested on specific privacy law issues from a United States perspective.",169,232,TRUE
287,Office of Privacy Commissioner of Canada,Office of Privacy Commissioner of Canada,,,,Canada,"The registrant has tracked legal issues and key events in Washington, D.C., United States of America related to privacy law. The registrant has monitored emerging areas of privacy law at the state, federal and international levels, viewed from a U.S. perspective, and prepared legal memoranda as requested on specific privacy law issues from a United States perspective. The registrant also has represented the foreign principal before the United States Court of Appeals for the Tenth Circuit.",170,232,TRUE
966,Office of Privacy Commissioner of Canada,Office of Privacy Commissioner of Canada,,,,Canada,"The registrant has tracked legal issues and key events in Washington, D.C., United States of America, related to privacy law. The registrant has monitored emerging areas of privacy law at the state, federal and international levels, viewed from a U.S. perspective, and prepared legal memoranda as requested on specific privacy law issues from a United States perspective. The registrant also has represented the foreign pricipal before the United States Court of Appeals for the Tenth Circuit.",626,232,TRUE
1271,Office of the Cabinet Secretariat of the Prime Minister of Japan,Office of the Cabinet Secretariat of the Prime Minister of Japan,"Cabinet Counselor 6-1, Nagatacho 1-chrome, Chiyoda-ku",Tokyo,,Japan,,809,443,TRUE
1130,"Office of the Cabinet Secretariat of the Prime Minister of Japan, Cabinet Counselor","Office of the Cabinet Secretariat of the Prime Minister of Japan, Cabinet Counselor",,,,Japan,"During the period May 2009 - October 2009, neither Registrant nor its subsidiary located in Japan, Fleishman Hillard Japan K.K., engaged in any reportable activity in the United States on behalf of this foreign principal.",715,443,TRUE
2042,"Office of the Cabinet Secretariat of the Prime Minister of Japan, Cabinet Counselor","Office of the Cabinet Secretariat of the Prime Minister of Japan, Cabinet Counselor",,,,Japan,,1268,443,TRUE
876,Office of the Japanese Consul General,Office of the Japanese Consul General,,,,Japan,"Services include: Media relations and cultivating media interviews, Identifying and arranging speaking platforms for the Consulate General and senior officers of the Consulate, Editing and preparing speeches, op-ed essays and other public relations materials, Researching and analyzing topics requested by the Consulate, General consulting on public relations",571,233,TRUE
877,Office of the Japanese Consul General,Office of the Japanese Consul General,,,,Japan,"Foreign Principal: Office of the Japanese Consul General Services include: Media relations and cultivating media interviews Identifying and arranging speaking platforms for the Consulate General and senior officers of the Consulate Editing and preparing speeches, op-ed essays and other public relations materials Researching and analyzing topics requested by the Consulate General consulting on public relations Activities include: Edelman completed its research project on U.S. media coverage of Japan by delivering a strategic analysis of research data to identify ""best practices"" in media relations.",572,233,TRUE
972,Office of the Japanese Consul General,Office of the Japanese Consul General,,,,Japan,,630,233,TRUE
2034,Office of the President of Liberia,Office of the President of Liberia,,,,Liberia,"Liberia: Outreach to U.S. Administration, and U.S. Congress to ensure assistance to Liberia is maximized through Administration allocation and Congressional appropriations. Also worked with other U.S. Agencies to ensure Liberia is eligible for bilateral Programs.",1264,741,TRUE
2035,Office of the President of Liberia,Office of the President of Liberia,,,,Liberia,"Outreach to U.S. Administration, and U.S. Congress to ensure assistance to Liberia is maximized through Administration allocation and Congressional appropriations. Also have worked with other U.S. Agencies to ensure Liberia is eligible for bilateral programs.",1265,741,TRUE
2036,Office of the President of Liberia,Office of the President of Liberia,,,,Liberia,"Outreach to U.S. Administration, and U.S. Congress to ensure assistance to Liberia is maximized through Administration allocation and Congressional appropriations. Also have worked with other U.S. Agencies to ensure Liberia is eligible for bilateral programs.",1266,741,FALSE
916,Office of the President of the Republic of Congo,Office of the President of the Republic of Congo,,,,Republic of Congo,,581,234,TRUE
918,Office of the President of the Republic of Congo,Office of the President of the Republic of Congo,,,,Republic of Congo,,582,234,TRUE
860,Office of the President of the Republic of Congo,Office of the President of the Republic of Congo,,,,Republic of Congo,,556,234,TRUE
943,Office of the President of the Republic of Congo,Office of the President of the Republic of Congo,,,,Republic of Congo,,591,234,TRUE
945,Office of the President of the Republic of Congo,Office of the President of the Republic of Congo,,,,Republic of Congo,,592,234,TRUE
1614,Office of the President of the Republic of Congo,Office of the President of the Republic of Congo,,,,Republic of Congo,"Research and analyze issues of concern to the Principal Counsel the Principal on U.S. Policies of concern and pending relevant activity in Congress. Maintain contact, as necessary, with Members of Congress and their staff, Executive Branch officials, multi-lateral institutions, and non-governmental organizations. At the request of the Principal, meetings with Members of Congress and their staff, Executive Branch officials, multi-lateral institutions, and non-governmental organizations may be arranged.",1019,234,TRUE
560,"Office of the President, Government of the Republic of Cote d'Ivoire (CI)","Office of the President, Government of the Republic of Cote d'Ivoire (CI)",,,,Cote D'Ivoire,Press conference 09/07,335,235,TRUE
1395,Office of the Prime Minister of Canada,Office of the Prime Minister of Canada,80 Wellington Street,Ottawa,ON,Canada,Contacted members of the media to arrange interviews with the Prime Minister,876,444,TRUE
1517,Office of the Prime Minister of Canada,Office of the Prime Minister of Canada,,,,Canada,"During the reporting period, the Registrant provided strategic communications advice to the Prime Minister of Canada and his office with respect to communicating to the U.S. public the positions and views of the Prime Minister with respect to issues discussed at the G-20 Leaders' Summit on Financial Markets and the World Economy held in London on April 2, 2009. In addition, in advance of the G-20 Summit, the Registrant arranged meetings of the Prime Minister with U.S. journalists; arranged interviews of the Prime Minister by U.S. journalists; and arranged appearances of the Prime Minister on television news and interview shows in the U.S. The purpose of these activities was to articulate the position of the Government of Canada with respect to the issues considered and discussed at the G-20 Summit, by educating and informing the U.S. public about the views and positions of the Government of Canada with respect to those issues, in order to promote Canada's international objectives. During the reporting period, the Registrant also advised the Government of Canada about communicating, to the U.S. public, the positions and views of the Government of Canada on a range of economic, trade and international issues, particularly the Durban Review (""Durban II"") Conference held in Geneva, Switzerland from April 20-24, 2009. The Registrant invited several U.S. reporters to participate in a telephone news conference with the Prime Minister concerning Durban II, as detailed in the response to item 12 of this Supplemental Statement. The purpose of these activities was to articulate the position of the Government of Canada with respect to the issues considered and discussed at the Durban II conference, as well as with respect to other international issues, by educating and informing the U.S. public about the views and positions of the Government of Canada regarding those issues, again in order to promote Canada's international objectives.",958,444,TRUE
1780,Oficina De Vasitantes Y Convenciones De La Riviera Nayarit,Oficina De Visitantes Y Convenciones De La Riviera Nayarit,,,,Mexico,"Mexico's newest destination, Riviera Nayarit, stretches along 192 miles of pristine Pacific coast framed by the majestic Sierra Madre Mountains just ten minutes north of accessible Puerto Vallarta International Airport. The region extends along the entire coast of the Pacific state of Nayarit including the resorts of Nuevo Vallarta, the historic colonial town of San Blas, exclusive Punta Mita, picturesque fishing villages, miles of serene beaches and spectacular Banderas Bay. Riviera Nayarit offers countless activities, all pleasantly affordable, such as: PGA golf courses, luxury spas, whale watching, turtle release, zip lining, surfing, record deep sea fishing, bird watching, international cuisine, and shopping for local artwork and traditional Huichol handicrafts. The region attracts and satisfies vacationers of all tastes and budgets with its wide range of accomodations including chic luxury resorts, eco-tourism boutique hotels and quaint B&B inns.",1118,445,TRUE
992,Oficina De Visitantes Y Convenciones De La Riviera Nayarit,Oficina De Visitantes Y Convenciones De La Riviera Nayarit,,,,Mexico,"M. Silver Associates Inc. provides public relations services. Our work entails ongoing media relations including press trips, preparation and distribution of press information, etc. The press trips involve verbal and written invitations to travel writers and editors and personally escorting the journalists to the principality.",640,445,TRUE
1415,Oficina De Visitantes Y Convenciones De La Riviera Nayarit,Oficina De Visitantes Y Convenciones De La Riviera Nayarit,,,,Mexico,"M. Silver Associates Inc. provides public relations services. Our work entails ongoing media relations including press trips, preparation and distribution of press information, etc. The press trips involve verbal and written invitations to travel writers and editors and personally escorting the journalists to the principality.",888,445,TRUE
1776,Oficina De Visitantes Y Convenciones De La Riviera Nayarit,Oficina De Visitantes Y Convenciones De La Riviera Nayarit,,,,Mexico,,1117,445,TRUE
2380,OLF - FRONA Oromo Liberation Front Foreign Relations Office in North America,OLF - FRONA Oromo Liberation Front Foreign Relations Office in North America,P.O. Box 21762,Washington,DC,Ethiopia,During the last six months we participated in peace and reconcilation meeting/gathering which was organized by Oromo Artists and expressed the views of the OIF. And we also made some consultation with different functions of OIF to weld organizational unity.,1484,932,TRUE
2642,OLF - FRONA Oromo Liberation Front Foreign Relations Office in North America,OLF - FRONA Oromo Liberation Front Foreign Relations Office in North America,P.O. Box 21762,Washington,DC,Ethiopia,During the last six months we participated in peace and reconcilation meeting/gathering which was organized by Oromo Artists and expressed the views of the OIF. And we also made some consultation with different functions of OIF to weld organizational unity.,1637,932,TRUE
1854,One NorthEast,One NorthEast,,,,United Kingdom,,1145,656,TRUE
1856,One NorthEast,One NorthEast,,,,United Kingdom,,1146,656,TRUE
114,Order of Malta,Order of Malta,Magistral Palace Via Condotti 6,Rome,,Italy,Have advised the Order of Malta on matters related to objective of having the President designate a Personal Representative to the Order of Malta.,83,236,TRUE
1445,Oromo Liberation Front - OLF,Oromo Liberation Front - OLF,,,,Ethiopia,"1) Held meetings to raise the awareness of the Oromo diaspora on the concept of democracy, human rights, the rule of law and development; 2) Organized seminars to increase the leadership ability of community activists and human rights advocates, the topics included, basics of leadership, team work, building organizational and communal harmony, conflict resolution methods, and time management; 3) Organized conferences to update the Oromo diaspora on the situation in Ethiopia in general and Oromia in particular with emphasis on the humanitarian challenges facing Oromo refugees in the Horn of Africa.",911,237,TRUE
1594,Oromo Liberation Front - OLF,Oromo Liberation Front - OLF,,,,Ethiopia,"1) Held meetings to raise the awareness of the Oromo diaspora on the concept of democracy, human rights, the rule of law and development; 2) Organized seminars to increase the leadership ability of community activists and human rights advocates, the topics included, basics of leadership, team work, building organizational and communal harmony, conflict resolution methods, and time management; 3) Organized conferences to update the Oromo diaspora on the situation in Ethiopia in general and Oromia in particular with emphasis on the humanitarian challenges facing Oromo refugees in the Horn of Africa.",1007,237,TRUE
2370,Oromo Liberation Front - OLF,Oromo Liberation Front - OLF,,,,Ethiopia,"1)Held meetings to raise the awareness of the Oromo diaspora on the concept of democracy, human rights, the rule of law and development; 2)Organized seminars to increase the leadership ability of community activists and human rights advocates, the topics included, basics of leadership, team work, building organizational and communal harmony, conflict resolution methods, and time management; 3)Organized conferences to update the Oromo diaspora on the situation in Ethiopia in general and Oromia in particular with emphasis on the humanitarian challenges facing Oromo refugees in the Horn of Africa.",1476,924,TRUE
2371,Oromo Liberation Front - OLF,Oromo Liberation Front - OLF,,,,Ethiopia,"1) Held meetings to raise the awareness of the Oromo diaspora on the concept of democracy, human rights, the rule of law and development; 2) Organized seminars to increase the leadership ability of community activists and human rights advocates, the topics included, basics of leadership, team work, building organizational and communal harmony, conflict resolution methods, and time management; 3) Organized conferences to update the Oromo diaspora on the situation in Ethiopia in general and Oromia in particular with emphasis on the humanitarian challenges facing Oromo refugees in the Horn of Africa.",1477,924,TRUE
313,Oromo Liberation Front (OLF),Oromo Liberation Front (OLF),,,,Ethiopia,"- Organize and educate Oromos in North America, Europe, Australia, Africa and the Middle East - Inform and educate the human rights violations and political situations in Ethiopia to friendly governments and humanitarian organizations - Organizing demonstrations infront of the state dept. appeal to the US gov't not to support the undemocratic gov't of Ethiopia",194,237,TRUE
314,Oromo Liberation Front (OLF),Oromo Liberation Front (OLF),,,,Ethiopia,#NAME?,195,237,TRUE
1028,Oromo Liberation Front (OLF),Oromo Liberation Front (OLF),,,,Ethiopia,"Organize and educate Oromos who are presently living in different States of the USA, Europe, Australia and the Middle East. Inform and educate the human rights and political situation in Ethiopia to friendly governments, human rights organizations, groups and interested individuals as well as Oromo communities at large.",657,237,TRUE
1034,Oromo Liberation Front (OLF),Oromo Liberation Front (OLF),,,,Ethiopia,"Organize and educate Oromo in N. America, Europe, Australia, Africa and the Middle East. Inform and educate the human rights situation and political situations in Ethiopia to friendly governments and human rights organizations and groups.",662,237,TRUE
1912,Oromo Liberation Front (OLF),Oromo Liberation Front (OLF),1810 9th Street,Washington,DC,Ethiopia,"Organize and educate Oromos who are presently living in various States of the USA, Europe, Australia, Africa and the Middle-East. Inform and educate the human rights and political situation in Ethiopia with emphasis in Oromia to friendly governments, human rights organizations, groups and interested individuals as well as Oromo communities at large.",1182,237,TRUE
1913,Oromo Liberation Front (OLF),Oromo Liberation Front (OLF),1810 9th Street,Washington,DC,Ethiopia,"Organize and educate Oromos who are presently living in various states in USA, Europe, Australia, Africa and Middle-East. Inform and educate the human rights and political situations in Ethiopia with emphasis in Oromia, to friendly governments, human rights organizations, groups and interested individuals as well as Oromo communities at large.",1183,237,TRUE
1914,Oromo Liberation Front (OLF),Oromo Liberation Front (OLF),1810 9th Street,Washington,DC,Ethiopia,"Organize and educate Oromos who are presently living in various States of USA, Europe, Australia, Africa and the Middle East. Inform and educate the human rights organizations about human rights and political situations in Ethiopia with emphasis in Oromia, to friendly governments, human rights organizations, groups and interested individuals as well as ormo communities at large",1184,237,FALSE
2381,Oromo Liberation Front Foreign Relations Office in North America (OLF-FRONA),Oromo Liberation Front Foreign Relations Office in North America (OLF-FRONA),P.O. Box 21762,Washington,DC,Ethiopia,"1) We fund raised in MN, Mpolis on 5-29-2010 and on 8-17-2010 in Washington DC by the Oromo community in both places, and 2) We also discussed the current situation in the horn of Africa region in general and Oromo situation in particular.",1485,932,FALSE
2643,Oromo Liberation Front Foreign Relations Office in North America (OLF-FRONA),Oromo Liberation Front Foreign Relations Office in North America (OLF-FRONA),P.O. Box 21762,Washington,DC,Ethiopia,"1) We fund raised in MN, Mpolis on 5-29-2010 and on 8-17-2010 in Washington DC by the Oromo community in both places, and 2) We also discussed the current situation in the horn of Africa region in general and Oromo situation in particular.",1638,932,FALSE
1640,Oromo Liberation Front Foreign Relations Office In North America (OLF. Frona),Oromo Liberation Front Foreign Relations Office In North America (OLF. Frona),,,,Ethiopia,,1036,237,TRUE
450,Osaka Prefectural Government,Osaka Prefectural Government,,,,Japan,"We contact various advisors by email/phone/in person. Contact via email to high school administration representatives in Elk Grove, California and Osaka, Japan. We relay information from one party to the other for the purpose of continuing a cultural exchange program between high schools in the two regions.",266,238,TRUE
819,Osaka Prefectural Government,Osaka Prefectural Government,,,,Japan,,529,238,TRUE
2336,Osaka University,Osaka University,,,,Japan,"The Osaka University, San Francisco Office is an overseas university extension office for Osaka University, Osaka, Japan, which was established in the United States in May 2004.",1458,239,TRUE
2337,Osaka University,Osaka University,,,,Japan,"The Osaka University, San Francisco Office is an overseas university extension office for Osaka University, Osaka, Japan, which was established in the United States in May 2004.",1459,239,TRUE
595,"Osaka University, Japan","Osaka University, Japan",,,,Japan,"The Osaka University, San Francisco Office is an overseas university office representing, and wholly supported by, Osaka University in Osaka, Japan. The Osaka University, San Francisco Office was established in the United States in May, 2004 with the following proposed activities: a) establish English learning programs for students of Osaka University; in operation since August 2004-present b) implement and manage a distance learning program for students of Osaka University; in operation since April 2005-present c) organize and maintain a network for alumni of Osaka University in North America; in operation since July 2005-present d) organize foreign exchange programs for students of Osaka University in the U.S. and U.S. students at Osaka University; still in the planning stage e) support researchers of Osaka University who are in the U.S.; in operation since August 2006-present f) coordinate training of Osaka University staff in the U.S.; in operation since April 2006-present.",360,239,TRUE
596,"Osaka University, Japan","Osaka University, Japan",,,,Japan,"The Osaka University, San Francisco Office is an overseas university office for Osaka University, Osaka, Japan, which was established in the United States in May 2004. Following are current proposed activities and their progress to date: a) to establish English learning programs for students of Osaka University; in operation since August 2004-present b) implement and manage a distance learning program for students of Osaka University; in operation since April 2005-present c) organize and maintain a network for alumni of Osaka University in North America; in operation since July 2005-present d) organize foreign exchange programs for students of Osaka University in the U.S. and U.S. students at Osaka University; still in the planning stage e) support researchers of Osaka University who are in the U.S.; in operation since August 2006-present f) coordinate training of Osaka University staff in the U.S.; in operation since April 2006-present.",361,239,TRUE
1137,"Osaka University, Japan","Osaka University, Japan",,,,Japan,,721,239,TRUE
1176,"Osaka University, Japan","Osaka University, Japan",,,,Japan,To establish English learning programs for students of Osaka University; in operation since August 2004-present. Implement and manage a distance learning program for students of Osaka University; in operation since April 2005-present. Organize and maintain a network for alumni of Osaka University inNorth America; in operation since July 2005-present. Organize foreign exchange programs for students of Osaka University in the U.S. and U.S. students at Osaka University; still in the planning stage. Support researchers of Osaka University who are in the U.S.; in operation since August 2006-present. Coordinate training of Osaka University staff in the U.S.; in operation s,745,239,TRUE
1444,"Pacific Consultants Co., Ltd","Pacific Consultants Co., Ltd",,,,Japan,,910,446,TRUE
2379,"Pacific Consultants Co., Ltd. (PCKK)","Pacific Consultants Co., Ltd. (PCKK)",,,,Japan,,1483,446,TRUE
1476,Pakistan International Airlines Corporation,Pakistan International Airlines Corporation,Head Office Jinnah International Airport,Karachi 75200,,Pakistan,"Locke Lord Strategies monitored the US government activities, including Executive and Legislative branch, monitored media coverage concerning Pakistan, and provided strategic advice concerning positive US/Pakistan relations. Lock Lord Strategies participated in meetings with US government officials and activities at the United Nations.",935,447,TRUE
1510,Pakistan International Airlines Corporation,Pakistan International Airlines Corporation,,,,Pakistan,"Locke Lord Strategies monitored the US government activities, including Executive and Legislative branch, monitored media coverage concerning Pakistan, and provided strategic advice concerning positive US/Pakistan relations. Locke Lord Strategies participated in meetings with US government officials and activities at the United Nations. Locke Lord Strategies participated in meetings with US government officials and activities at the United Nations.",953,447,TRUE
513,Pakistan People's Party,Pakistan People's Party,,,,Pakistan,"Promote democracy in Pakistan and provide the client's views on the current political, economic and humanitarian situation on the ground in Pakistan",307,240,TRUE
364,Pakistan Peoples Party,Pakistan People's Party,,Islamabad,,Pakistan,,226,240,TRUE
937,"Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of the PPP","Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of the PPP",,,,Pakistan,"For both the PPP and Embassy of Pakistan, Locke Lord Strategies monitored the U.S. government activities, including Executive and Legislative Branch, monitored media coverage concerning Pakistan, and provided strategic advice concerning positive U.S./Pakistan relations. Locke Lord Strategies participated in meetings with U.S. government officials and activities at the United Nations.",590,240,TRUE
1511,"Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of the PPP","Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of the PPP",,,,Pakistan,"Locke Lord Strategies monitored the US government activities, including Executive and Legislative branch, monitored media coverage concerning Pakistan, and provided strategic advice concerning positive US/Pakistan relations. Locke Lord Strategies participated in meetings with US government officials and activities at the United Nations. Locke Lord Strategies participated in meetings with US government officials and activities at the United Nations.",953,240,TRUE
2108,"Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of the PPP","Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of the PPP",,,,Pakistan,"registrant monitored the US government activities, including Executive and Legislative branch, monitored media coverage concerning Pakistan, and provided strategic advice concerning positive US/Pakistan relations. The registrant participated in meetings with US government officials and activities at the United Nations.",1307,796,TRUE
1477,"Pakistan Peoples Party (PPP): Asif Ali Zardari, Co-Chairperson of the PPP","Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of the PPP",,,,Pakistan,"Locke Lord Strategies monitored the US government activities, including Executive and Legislative branch, monitored media coverage concerning Pakistan, and provided strategic advice concerning positive US/Pakistan relations. Lock Lord Strategies participated in meetings with US government officials and activities at the United Nations.",935,240,TRUE
2501,Pakistan Tehreek E Insaf,Pakistan Tehreek E Insaf,,,,Pakistan,Membership campaign started on 05/21/2010,1577,1012,TRUE
736,Palestine Liberation Organization Mission to the USA,Palestine Liberation Organization Mission to the USA,,,,Palestine,"Assisting Mr. Afif Safieh, Head of Mission, with Scheduling meetings with Congressional Staff and Members to update them on the Annapolis peace process and the U.S. Administration's efforts to support the Palestinian Authority; Arranging meetings on Capitol Hill for representatives from Palestinian civil society; and Assisting with logistics and media outreach for President Mahmoud Abbas and other PA officials during the November Annapolis Conference.",474,242,TRUE
465,Palestinian Liberation Organization,Palestinian Liberation Organization,,,,Palestine,,276,242,TRUE
466,Palestinian Liberation Organization,Palestinian Liberation Organization,,,,Palestine,,277,242,TRUE
1287,Palestinian Liberation Organization,Palestinian Liberation Organization,,,,Palestine,,820,242,TRUE
1355,Palestinian Liberation Organization,Palestinian Liberation Organization,,,,Palestine,,854,242,TRUE
2214,Palestinian Liberation Organization,Palestinian Liberation Organization,,,,Palestine,,1380,242,TRUE
2215,Palestinian Liberation Organization,Palestinian Liberation Organization,,,,Palestine,,1381,242,TRUE
238,Panama Canal Authority,Panama Canal Authority,,,,Panama,The following outlines Edelman's general public relations activities performed for the ACP: Drafted and distributed press releases/e-mail blasts/media advisories. Coordinated media requests. Drafted letters/op-eds. Coordinated advertising campaigns. Facilitated direct mailing and travled on behalf of the ACP.,155,243,TRUE
